JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3	L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	JL	Control_Fibro_1	Control_Fibro_2	Control_Fibro_3
ENSG00000105953	10825.106	10738.694	9078.716	8679.362	9558.025	9532.517	11404.193	13273.657	10772.798	9702.596	10704.924	9439.297	9607.093	7737.844	7538.971	9635.498	9981.063	10174.605	7722.01	6700.891	9139.026	3065.348	3409.103	3301.693	3277.799	2564.27	2308.817	4503.148	3166.774	5179.75	10188.762	7646.761	6999.055
ENSG00000105954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000105963	847.736	949.048	742.999	613.623	506	460.802	453.404	828.329	881.065	352.999	565.359	675.325	343	271.911	225.01	584.001	780.849	527.718	267.993	345	374.569	919.304	400.688	1124.59	965.138	454.001	444.001	564.229	815.449	193.017	160	145.001	76.883
ENSG00000105967	4	14	1	4	0	6	2	7	11	1	5	3	0	5	0	0	8	9	7	3	2	20	40	76.999	36	145	566.001	148.999	76	0	1	1	1
ENSG00000105968	11310.055	11973.744	9047.462	9202.222	9946.802	11900.713	10892.2	14268.468	11998.834	10428.418	12103.391	9822.824	10960.853	9662.505	9570.81	8380.431	9350.718	9241.096	9195.442	8731.948	9835.561	1934.936	2617.209	3315.879	3031.737	2315.835	2544.452	4631.513	2861.653	7118.022	11228.689	6584.555	8353.301
ENSG00000105971	713	1001.999	750	435.303	460.01	184	93	392.007	376	236	124	286	420.99	410.086	445	1699.285	1072.001	1999.546	228.054	250	342	28.043	14	62.43	16.779	7.054	5.083	25.107	22.343	4036.03	26429.049	24074.372	16900.527
ENSG00000105974	2246.168	3946.603	4779.742	1741	2303	742.101	645.138	2261.407	2436.029	1473.113	520	2129.001	2280.656	1773	3797.355	8152.666	4742.751	8591.9	1007	1530	2060.02	494	223	367.999	312.999	146.999	387.001	298.009	886.003	19489.46	180441.144	115213.963	113060.137
ENSG00000105976	1548.378	1860	2116.055	985.036	1409.011	1152.091	904.012	1588.408	1616.975	764.282	1195.138	1663.902	1212.077	1075.033	983.348	1889.381	2128.749	1746.001	1060.034	1147.175	1247.999	9.015	1	31	18.026	4.001	2.004	12.016	3	2492.464	14064.059	15883.785	10497.382
ENSG00000105982	63.999	81	68.001	34.001	82.999	44.999	70	89.999	94	46	124.862	74.999	63	61.001	38.014	51.002	32	61	51	31	53	105.301	107.162	123.041	92.238	85.105	89.719	93.091	107.154	53	65.999	145	67
ENSG00000105983	4707.339	5271.529	5176.238	3788.297	5166.868	5062.636	5805.617	7052.826	5649.486	4314.853	4628.288	5744.947	4244.041	3709.631	4446.636	5153.002	4972.837	5058.334	4338.912	3920.193	4453.752	1221.062	1244.651	1330.659	1217.348	775.063	723.357	1200.555	1074.538	3224.912	3183.246	2868.979	3215.518
ENSG00000105988	1	1	2	0	1	2	2	0.896	3	1	3	2	3	1	2	2	1	1	1	2	1	0	0	1.021	1.028	0	0	1.031	0	0	0	0	1
ENSG00000105989	3	4	0	5	1	12	0	1	4	0	0	0	1	1	0	0	1	0	0	0	0	40.001	9	9	13	7	9	3	0	150	926	960.001	474.05
ENSG00000105991	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	5	58	6	4	8	9	21	166	387.168	217	39
ENSG00000105993	24373.146	26320.339	26271.157	20126.407	27544.335	23662.245	31639.005	48148.465	35135.327	36243.149	21761.58	28419.968	37084.438	46988.549	36280.649	35123.267	43025.445	34576.798	33449.021	29988.78	37835.059	2090.696	2384.924	3218.53	2846.968	1378.69	2167.193	3575.683	3010.416	9600.017	20328.557	14493.423	14544.607
ENSG00000105996	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	2	39	31	10	5
ENSG00000105997	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	3	1	1	3	8	8	200	197	95.999	21
ENSG00000106003	1260.011	1622	2271.999	1021.039	3214.262	2579.225	2750.845	3147.6	2554.416	1361.161	5426.367	1817.002	580.361	953.006	728	1384.932	2513.221	825	849.175	630.26	702.998	30	35	25	20	8	18	26	28	192.999	420	1683	154
ENSG00000106004	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.722	0	0	2	1	3	4	3	216	195	190	32
ENSG00000106006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.278	1	4	1	0	2	0	3	61	74	16	8
ENSG00000106009	6910.784	6933.404	6918.878	6077.654	7764.1	6737.3	8422.963	12289.089	8812.434	6625.036	8093.982	8372.708	5423.227	4857.557	4617.505	5891.314	5975.97	6208.989	4720.981	4462.169	5716.588	612.328	901.396	876.001	952.999	799	835.211	1345.394	971	1293.03	2388.222	1761.001	1385.369
ENSG00000106012	380.096	631	693	258.001	889	909	973.883	962.001	827.03	630.074	918.194	736	616	654	477.032	678.999	589.138	605.009	510	497	577	186.999	174	249.059	240.144	100.211	201.104	177.012	209	2260.447	2886.038	2304.097	1803
ENSG00000106013	30	56.999	16	12	11	10	23	91	86.001	36	78	31	29	39.732	24.999	20	26	38	55.999	31	22	5	16	15	28	2	16	18	2	15	14	11	9
ENSG00000106018	92	136	102	56	81	482	145.001	226	217	1153.001	381.03	121	318.999	302	349	240.003	728.389	281	1445.055	1325.006	1090	3	2	2.007	2.005	1	1	0	0	0	0	0	20
ENSG00000106025	1891.79	1880.021	1592.998	1491.74	1533.501	1586.16	1483.068	2029.002	1949.01	1801	1627	1453.001	1818.306	1375.812	1006.106	1823.644	2064.897	1733.034	1743.999	1378	1661	1196	1008.998	1311.299	532.001	223	435	408.999	930.113	139.001	60	58	63
ENSG00000106028	6029.202	7243.698	7068.749	4894.735	8200.292	6783.58	10848.707	10565.462	8906.287	9406.125	7249.105	8101.411	7100.984	5853.794	7561.338	6587.517	6304.57	7468.675	6109.609	6156.836	7770.005	1199.974	1630.02	1873.781	1663.254	1381.47	1426.527	2124.848	1535.983	2759.819	2585.139	3359.103	3627.947
ENSG00000106031	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	3	0	35	213	187	0
ENSG00000106034	32	88	37	13	19	13	7	57	47	3	22	23	7	7	23	31	18	48	1	3	11	3	3	33.001	8	2	7.002	8	0	4448.196	7689.885	3181.498	5270.247
ENSG00000106038	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106049	6362.152	4697.264	2600	5615.824	4899.544	5730.064	3770.649	6022.196	4428.025	3811.019	5158.297	3463.194	4902.414	4118.985	2643.828	2480.466	2824.175	2933.613	4488.82	3681.405	4311.019	580.274	607.106	904	800.002	576	693	594.152	778.031	4475.569	5420.844	5378.369	3505.214
ENSG00000106052	12017.423	13825.839	9683.069	9505.833	12242.037	11256.261	14530.187	18310.405	12171.391	13492.35	12578.854	11915.981	12494.992	13257.997	11193.998	10399.379	9833.109	10912.699	10988.69	9989.128	12073.577	4023.944	3776.405	4287.565	4392.369	2672.994	2703.644	3114.332	3328.692	12137.652	15259.855	15902.165	11187.455
ENSG00000106066	5645.737	5412.02	4407.001	4060.172	5044.726	5479.093	4573.993	6561.16	5598.452	4340.544	4526.156	4503.923	5156.472	5114.67	3945.895	4257.584	3996.104	4331.199	3937.367	3488.489	3919.222	1	0	2	1	1	0	0	0	226	1	0	0
ENSG00000106069	256.595	259.986	338.844	175.771	355.76	397.582	213.538	330.634	297.473	282.867	337.465	267.963	307.077	426.777	194.862	205.914	274.541	303.039	51	60	64.817	7.043	6.096	10.075	13.121	5.128	9.535	11.038	7.127	28.519	3	0	2
ENSG00000106070	11473.078	11406.66	10204.858	9181.326	9441.064	8404.214	9133.765	13735.692	10557.969	11669.884	9349.8	12239.81	13587.061	11795.825	10255.868	10594.93	11123.757	10150.31	9389.946	8563.056	11916.598	0	1	13	4	3	3	4	1	5508.857	3611.425	3478.445	3271.699
ENSG00000106077	1381.972	1466.048	1003.001	1030.001	1235.218	1242.013	1429.216	1499.997	1376	1197	2201.178	1117.003	1062.304	772.077	1047.155	881.844	929.038	1191.124	1057.001	1307.415	1135.001	93.296	170.576	183.554	166.934	235.109	149.493	293.428	198.125	289	788.377	345.002	486.114
ENSG00000106078	6737.935	6335.001	4469.197	5164.576	6192.041	6322.185	4758.477	10101.943	8736.072	2863.287	9032.258	5263.531	1173.999	3932.162	1469.375	4191.553	4029.621	3717.014	3261.307	2115.272	2361.247	1	0	0	2	0	0	1	0	2	0	0	0
ENSG00000106080	2679.753	2600.967	1717	2200.161	1987.068	2000	2274.032	3688.365	2562.147	2000.328	1947.344	2247.923	3372.643	3059.395	3212.324	2878.361	2209.391	2812.92	2227	1693.103	2042.706	793.036	647.818	599.107	1083.212	460.466	421.491	366.965	359.508	4817.763	6454.991	7325.936	5665.27
ENSG00000106086	5796.88	6751.19	5384.646	4442.346	5439.822	6167.005	5168.741	7577.42	6910.182	5708.857	6944.726	5624.467	7337.507	6891.962	6407.613	6556.171	6982.739	6103.164	6698.802	5910.094	6342.366	851.056	884.93	880.051	1036.391	321.204	600.91	806.721	838.611	1541.865	1761.366	1375.765	1250.066
ENSG00000106089	961.012	917.999	642.999	922.577	877.139	970.391	723	2058.999	850.001	980	1091.002	648.355	678.001	1090.585	406.401	574.999	506.013	397.001	742.335	407.004	614.337	48.912	69.923	85.823	83.999	49	90	74.987	61	315	1057.828	476	867.002
ENSG00000106100	994.002	1152.006	573.001	794.003	694.166	887.041	541.019	1263.029	1097.999	531	1043.141	844.068	856.002	629	575.009	525.004	590.027	792.014	603.069	741	790	344.001	396.001	446	424	343.116	507	337.001	417.591	891.053	770.026	615.003	586
ENSG00000106105	48434.393	47035.13	31288.236	37027.305	29491.246	19796.924	26392.139	43006.508	32782.057	17164.273	25062.652	37209.557	27037.174	34164.633	25659.218	30919.488	25226.901	34617.803	16849.835	18927.124	23087.242	5058.676	5936.511	6978.702	8939.89	2942.924	3423.57	6677.078	4261.767	28649.868	47404.649	47125.442	36594.929
ENSG00000106113	74	75	43	41	58	98	48	82	51	19	63	60	4	31	12	14	30	24	21	18	11	8	14.001	10	10	2	2	6	6	0	0	0	0
ENSG00000106123	372.828	356.647	432.754	297.769	353.242	449.461	564.805	642.896	583.572	413.781	733.779	539.511	334.767	234.312	126.947	420.195	451.499	378.308	261.971	315.56	279.615	5.074	0	0	8.32	0	14.391	5.993	3.315	161.564	127.452	9.657	96.04
ENSG00000106125	142.656	201	478	65	144.112	183.461	333.955	343.341	307.856	157	262.633	398.001	132.129	98.786	129.878	162	249.786	166	93.697	138.004	121	57	137	235	126.105	76	292.907	76.154	146.057	405.167	372.811	259	194
ENSG00000106128	20	41	27	26	28	40	27	51	41	16	49	40	21	19	21	38	29	37	19	22	30	0	0	2	2	0	5	0	3	0	0	0	0
ENSG00000106133	1361.491	1719.4	2022.67	1289.718	2514.158	2534.733	3171.512	4311.756	2990.839	3259.299	2704.656	2580.438	2024.048	2692.463	2435.305	1777.033	2093.583	2021.575	2181.494	2183.439	2606.342	301.463	346.271	393.048	303.28	512.757	870.822	402.667	465.812	421.636	624.611	710.092	542.266
ENSG00000106144	3893.817	3741.081	4213.411	3442.305	4221.004	3411.41	3950.315	5400.548	4035.497	2969.162	4479.647	3875.084	3217.844	2810.001	3252	2969.105	3134.597	2779.522	2954	2841.203	3155.006	1132.763	1694.595	1772	1608.899	1251.001	1193.237	2343.398	1403.039	1181.999	4063.014	1474	2082.191
ENSG00000106153	4277.862	4303.191	3737.142	3844.281	4346.176	4580.031	10317.438	10442.36	8694.169	14585.907	6135.08	7964.847	8571.43	6470.132	8036.454	5787.238	6174.755	4967.079	1238.375	958.327	1008.398	5424.026	6314.574	6295.591	6612.835	5241.287	5512.71	8123.186	5352.23	11543.004	10852.698	11416.579	11452.738
ENSG00000106178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	0	0
ENSG00000106211	6781.419	7288.838	5125.045	6510.018	6875.358	8254.95	5657.949	8390.372	6782.474	7292.815	7578.287	5138.88	8333.148	6647.893	4974.702	5564.196	6300.405	6757.51	5535.253	5182.293	6795.154	2134.995	1472.949	1946.513	2062.874	1680.203	1738.476	2050.71	1985.207	11449.404	49654.974	35006.225	25221.722
ENSG00000106236	3558.909	2346.259	1244	2752.603	1047.03	2807.833	1201.086	3301.641	3609.053	1115.065	2895.863	2171	1956.098	894	580	1506.906	1213.707	1558	1040.383	905.02	1680.651	1	0	1	2	5	0	3	2	2	45	0	5
ENSG00000106244	13900.718	15822.995	12823.902	12125.63	13885.874	13456.635	15023.965	21354.106	15975.688	13625.192	13749.317	15241.037	14902.855	13792.098	13879.699	12809.629	13805.088	15424.566	12652.909	11623.1	13893.835	2389.653	3022.026	3444.811	3331.03	2310.655	2257.359	3945.764	3076.085	9704.687	14736.31	12537.065	12904.457
ENSG00000106245	5562.955	5655.8	5206.005	4670.926	5012.161	4693.349	6345.453	7956.551	6228.633	5248.929	4382.63	5528.808	5602.982	5181.32	5204.618	4964.702	5231.659	6016.386	3935.085	4287.072	4848.092	1035.275	1326.129	1430.156	1685.779	1008.629	1116.493	1542.448	1191.876	4602.005	7142.302	5569.039	5641.14
ENSG00000106246	1097.754	1700.205	1665.846	893.129	1572.051	1760.836	1982.769	2382.236	1660.359	1686.87	1960.759	2126.17	1294.525	1375.066	1866.346	1457.168	1652.949	1603.358	1461.42	1610.902	1770.91	332.755	334.305	389.78	478.293	329.46	418.221	412.249	418.541	470.113	676.756	480.883	457.018
ENSG00000106258	2	2	1	2	1	2	3	2	1	1	8	0	0	13	3	3	1	0	0	0	4	116.705	141.966	154.191	174.91	112.338	151.223	180.151	159.185	17.999	60	8	20
ENSG00000106261	10986.448	6277.425	2679	9061.845	8087.457	6962.736	5384.726	10314.507	6334.09	5419.874	7414.465	4361.624	6454.567	7516.356	3272.392	3846.067	3960.175	2606.084	6334.486	3814.273	5670.897	3116.748	2779.249	3056.722	3504.972	1515.439	2388.474	2300.621	2734.873	8891.403	8756.404	8732.249	7009.309
ENSG00000106263	28371.012	37109.78	32098.081	22416.889	37059.768	32254.208	43014.193	60621.339	42619.516	38739.1	39789.371	46611.034	33743.862	45171.569	43951.765	35245.924	38115.792	41719.399	32850.724	32995.358	40521.992	5093.733	5682.938	6715.582	6671.041	6315.877	4761.753	9731.162	6115.146	9807.034	16977.752	12826.532	12849.611
ENSG00000106266	3013.551	3852.432	2998.001	2479.683	3489.501	3441.381	3722.604	5533.473	3936.621	3143.17	4065.554	3839.001	2625.077	2955.001	2507.808	2697.284	3246.004	2946.575	2781.873	2549.593	2867.4	3414.218	3684.288	3492.588	2828.005	2059.577	2320.985	2361.247	2564.242	3937.739	2895.106	2260.097	2023.308
ENSG00000106268	2073.875	2234.785	1820.543	1857.625	2155.705	2214.949	2329.326	3220.934	2494.38	2667.29	2235.883	2054.659	2894.2	2650.798	2253.324	1880.774	2011.276	2161.943	2017.026	1943.115	2351.081	274	390.192	498.493	515.531	306	410.001	650.395	450.001	487.341	1072.738	633.003	846.999
ENSG00000106278	30346.018	26483.37	28234.801	25783.591	37697.319	41763.043	44777.366	61601.748	35662.127	28505.086	23069.239	36639.954	21411.138	28675.93	23799.258	23672.778	29669.945	23588.878	29755.506	24835.492	31145.335	3	1	1	4	4	3	0	1	25	1	9	0
ENSG00000106290	14026.111	13784.103	9979.581	12321.158	14265.495	13129.544	12758.525	17107.875	12627.177	10807.941	12980.591	10911.727	12700.473	11308.904	10127.46	8562.224	9733.249	9515.284	9150.062	9080.268	10900.27	893.647	1150.179	1460.566	1230.487	683.566	850.676	1415.635	1123.33	2728.461	6688.037	3284.424	3329.807
ENSG00000106299	6681.94	6015.597	5938.872	5341.934	5882.485	7127.439	7891.186	10197.177	7134.582	8979.949	9815.212	6586.492	7273.687	10727.547	9653.256	8059.705	8289.716	8414.071	6881.797	5682.463	7322.562	330	385	350	349	324	286	323	344.309	6252.52	6463.063	4959.255	3847.093
ENSG00000106302	0	0	0	0	1	0	0	0	0	1	0	1	0	3	1	1	2	0	1	0	0	31	34.033	19.247	46.547	11	41.001	32	35	0	0	0	0
ENSG00000106304	2	6	18	6	3	3	4	2	8	7	2	10	8	3	9	19	15	15	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106305	2666.513	3938.365	4734.333	2133.081	3837.445	3670.972	5947.601	6130.873	5177.95	4166.482	4138.613	4912.072	3731.999	2622.311	3478.555	3476.71	3517.299	3908.395	2600.625	2904.84	3475.921	345.013	587.677	689.451	575.548	406.071	339.182	885.208	520.292	1924.155	3229.441	1824.303	2198.926
ENSG00000106327	638.307	589.129	332	451.999	402	556.988	315	718	649.176	169	529.083	491.001	239.235	272.106	106	200.999	269.999	219	173	141	147.001	82	96	190.022	146.999	234	70.001	233.153	128	16	48.001	8	32
ENSG00000106328	9.112	5.02	9.131	11.238	16.161	26.592	7.093	18.337	22.32	4.05	11.182	12.188	11.068	6.067	10.234	10.086	7.182	6.142	6.406	9.137	11.224	2	6.395	6.441	6.696	0	7.075	2	5	1.03	3.01	3.063	4.132
ENSG00000106330	1117.475	1187.231	926.999	956.211	1161.134	1077	1095.094	1723.234	1263.406	1051.554	1204.303	1083.568	1180.836	1040.796	918.017	818.712	993.998	976	1063.189	1000	1225.01	94	135	169.999	171	147	116	154.001	153.001	741.001	1222.001	792.099	742
ENSG00000106331	13	4	3	1	3	6	5	6	7	0	14	4	2	0	1	4	4	5	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000106333	3587.883	3768.105	4157.31	2775.554	3820.932	3730.199	2830.796	5096.283	4039.822	2417.847	3851.262	3528.307	1854.137	2077.241	1672.1	2662.715	3063.105	2535.03	1635.552	1742.011	2154.807	34	44.001	118	76.065	38.999	38	80	56	68720.235	40238.78	28085.695	33350.741
ENSG00000106336	57	45	30	43.001	65.001	90.001	42	93.001	51.001	77	73	44	51	60	28.999	39	72	29.999	53	34.001	59	8	9.011	17.001	9	10	14.053	13	12	19	55.001	21	21
ENSG00000106341	869	1353.275	2158.002	540.187	693	743	114	156.048	265	21	63	309	1	21	10	492.025	703.476	322	5	22	7	1	4	3	7	0	1	2	4	0	0	0	0
ENSG00000106344	4985.411	5947.011	5495.999	3960.272	5770.74	5288.149	6808.538	9743.739	6813.393	5698.72	6844.291	6706.292	4708.125	6003.782	5597.844	5332.762	4889.62	5336.001	4425.187	4338.028	5141.776	1131.219	1289.585	1349.218	1346.277	1111.838	1133.923	1727.878	1201.644	1936.564	3042.893	1970.947	2416.595
ENSG00000106346	2984.364	3207.342	2215.228	2368.579	2942.016	3003.878	3323.175	3912.035	2896.254	2462.15	3579.902	2646.116	2525.999	2516.876	2513.984	2343.747	2210.323	2509.327	2412.351	2323.005	2604.197	560	664	819.849	793	472.699	595.001	566.006	673.203	1044.365	1374	823	961.001
ENSG00000106348	3773.461	4423.207	3342.439	3063.756	2960.001	3356.074	2433.876	5316.984	4107.828	3824.54	3802.369	4293.308	4886.186	2432.609	3104.63	3829.628	4058.861	4936.707	4499.255	5063.977	6270.662	715.61	629.044	885.126	1081.424	861.497	866.962	1255.744	855.106	2930.979	6238.15	4945.9	5332.449
ENSG00000106351	120.022	212	308	114	278	318	383	442.001	327.013	366.073	668.368	319	364.999	353.999	346	352.018	478	343.999	321	422	464	1804.796	1019.999	1226.486	1280.946	897.01	816.001	1423.601	1238.82	388	1355	502.192	465
ENSG00000106355	4597.981	4694.388	3865.999	3905.388	4373.289	4609.685	5735.833	6828.735	4981.809	5205.699	4887.056	4854.8	4904.184	4787.672	4819.005	4213.858	4623.968	4904.299	4368.108	4191.524	4884.989	765.001	1080.503	1238.999	1185.963	912	907.001	1503.115	1094.029	1317.992	2093.167	1551.805	1490.162
ENSG00000106366	8142.627	12331.767	18027.744	4404.293	1463.063	338.786	337.022	1257.002	3754.27	198	1598.029	4206.512	154	173	215	5973.103	1846	4254.742	138	145	85	118	87	391	177	16	23	145	72	19261.177	311734.759	173791.977	124371.737
ENSG00000106367	4757.809	3719.856	2435.101	4348.884	3488.518	4809.615	2978.739	5061.824	3854.999	3261.263	3431.963	2667.158	3475.55	3052.208	1853.33	2154.328	2384.379	2710.718	3009.051	2398.275	2852.688	708.066	993.939	1191.003	956.069	840.019	777.001	1066.36	1156.016	4373.13	7986.564	8765.792	6935.199
ENSG00000106384	17	10	8	14.001	17	15	6	29	26	25	45.001	9	25	42.001	19	23.001	18	17.999	8	19	30	0	1.002	0	0	1.282	1.006	1.005	2	0	0	0	4
ENSG00000106392	12001.422	9061.096	6606.028	9130.596	7540.047	8030.004	9665.118	15270.624	10779.348	9866.614	11164.299	9137.546	9494.311	10494.699	7654.958	8657.983	10040.727	9438.182	9101.331	7441.452	7810.639	1004.423	1033.608	1763.822	1173.091	435	639.998	972.007	918.148	3170.235	5347.069	2541.001	4033.479
ENSG00000106397	5937.229	5936.75	5118.179	4724.638	5744.274	4677.957	4678.56	7099.438	5498.294	4195.264	5059.687	5173.838	4198.478	4052.085	3501.321	4367.759	4302.75	4681.273	2968.117	2738.539	3257.06	962.573	904.841	905.054	1059.332	666.013	752.999	915.734	959.319	11837.431	15881.682	16766.432	12917.362
ENSG00000106399	3713.244	4009.377	2608.234	3315.207	3364.066	3302.484	3234.282	4991.425	3824.275	2702.522	3150.131	2477.566	3016.87	3029.447	2278.549	2142.272	2617.801	2577.989	2552.003	2294.015	2833.703	740.889	965.687	1114.252	950.753	655.758	735	1118.999	926	610.149	1048.112	558.001	822.283
ENSG00000106400	4810.409	5025.678	4163.019	4364.772	4641.724	4412.166	4673.518	5855	4707.303	4326.909	3454.916	4188.321	4229.756	3704.887	3816.27	3668.925	4282.633	4366.664	3012.019	2991.418	3660.178	948.279	1165.218	1170.519	1193.357	844.596	1215.214	1153.268	1262.039	4173.898	7429.05	6640.236	5638.18
ENSG00000106404	279.137	303	362	233.001	393.999	340.016	335.001	658	470	277	623.999	353	240	515	275.001	214.052	203.999	195.004	317	174.001	214.001	370.083	473.224	347.973	415.018	194.019	474.094	426.122	353.002	343	408.128	245	189.001
ENSG00000106410	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106415	3578.411	3821.717	2544.988	3031.134	2846.397	3754.298	2611.27	3822.636	2994.546	2511.171	3931.129	2415.445	3146.752	3072.274	2292.044	2212.012	2070.111	2492.151	2737.246	2047.171	2766.335	3358.928	2309.451	3217.845	2688.889	1150.608	2876.817	2545.652	3061.156	462.026	590.289	368	340.001
ENSG00000106436	9	9	12	2	8	8	5	17	10	1	11	2	3	1	5	3	5	6	0	0	0	1	0	0	1	1	2	1	0	2	1	2	1
ENSG00000106443	7237.886	6886.792	7756.123	5665.39	8300.398	6515.26	9963.27	13663.529	9911.061	6982.626	6659.369	8146.271	6341.987	7574.938	7566.11	7382.38	7798.507	7182.462	5603.195	5630.347	6898.949	722	947.607	1080.998	1040.408	743.182	740.174	1125.151	816	2527.415	2458.499	1622.075	1809.032
ENSG00000106459	2238.053	2176.005	2124.845	1878	2115.05	2081.42	2459.121	3152.01	2350	2014.002	2571.651	2116.74	1866.012	1982.857	1792.598	1803.667	1969.192	1821.336	1819.001	1634	2123.893	446	494.137	509.001	566	303.313	406.524	631.001	481	837.808	1223.875	1015.002	820
ENSG00000106460	7897.964	6283.122	3484.072	5609.064	4857.458	7215.988	5436.777	9120.79	6759.732	4207.277	8881.66	4715.686	4886.361	5676.345	3197.308	4595.606	4567.253	5326.062	4554.587	3581.13	3860.687	711.145	572.998	707.58	803.807	484.166	484.072	530.108	759.014	6463.525	7058.807	6237.018	4564.4
